0,.,64.52406078,-45.9359697,272.1484328,,0.187236652,-0.132896021,2.461143104,12,12,7.00E-07,,,FALSE
0.023000002,.,64.52801303,-46.02625174,272.2877766,0.149333321,0.185936597,-0.131939983,2.460970218,12,12,0.0222578,,,TRUE
0.046999931,.,64.51973603,-46.09277425,272.4250892,0.290093191,0.186220468,-0.132306124,2.461058931,12,12,0.0462701,0.0240123,,TRUE
0.069999933,.,64.52549921,-46.1009719,272.4304337,0.29786716,0.18620654,-0.132619595,2.46098076,12,12,0.0700107,0.0477529,,TRUE
0.092999935,.,64.52295815,-46.06074,272.3734225,0.236015193,0.186010594,-0.132201538,2.461013513,12,12,0.0928545,0.0705967,,TRUE
0.115999937,.,64.52416494,-45.98544117,272.2770542,0.131541799,0.186118592,-0.131890727,2.460970081,12,12,0.1153418,0.093084,,TRUE
0.138999939,.,64.55024257,-45.89318579,272.0911916,-0.055929756,0.187776108,-0.133276658,2.461325468,12,12,0.1389673,0.1167095,,TRUE
0.161999941,.,64.56323639,-45.89106565,272.0558478,-0.08724792,0.187762823,-0.13311411,2.461409138,12,12,0.1619879,0.1397301,,TRUE
0.184999943,.,64.55967485,-45.9521564,272.1266134,-0.010216071,0.187365275,-0.133037396,2.461335167,12,12,0.1849851,0.1627273,,TRUE
0.207999945,.,64.54542931,-45.97107476,272.1902585,0.050714803,0.187186409,-0.133016398,2.461359289,12,12,0.2079412,0.1856834,,TRUE
0.230999947,.,64.53592193,-46.00009724,272.2736187,0.133295602,0.186627951,-0.132580317,2.461129851,12,12,0.2309443,0.2086865,,TRUE
0.253999949,.,64.54504045,-46.04328154,272.329459,0.195993194,0.185874427,-0.13202702,2.46074584,12,12,0.2535018,0.231244,,TRUE
0.27699995,.,64.54311094,-46.0291225,272.2953181,0.160475878,0.18694762,-0.132605736,2.461160387,12,12,0.2768041,0.2545463,,TRUE
0.299999952,.,64.53854069,-45.97696995,272.198661,0.058170084,0.186881902,-0.132789064,2.461105736,12,12,0.2995131,0.2772553,,TRUE
0.322999954,.,64.55311298,-45.95638527,272.1439184,0.005589963,0.187182851,-0.132999163,2.461241516,12,12,0.3225385,0.3002807,,TRUE
0.345999956,.,64.55122866,-45.98116525,272.2041101,0.066971055,0.187805807,-0.132887044,2.461472344,12,12,0.345765,0.3235072,,TRUE
0.368999958,.,64.53545649,-45.99021007,272.2083089,0.06887888,0.187921905,-0.133343491,2.461465623,12,12,0.3684958,0.346238,,TRUE
0.39199996,.,64.51341759,-46.19069718,272.3877311,0.268713282,0.18535694,-0.130013133,2.461846093,12,12,0.3914724,0.3692146,,TRUE
0.414999962,.,63.82603159,-48.62118556,277.3211813,5.255022354,0.198994886,-0.115039513,2.465593439,12,12,0.415045,0.3927872,,TRUE
0.437999964,.,63.4282505,-53.40414791,286.0543829,14.38923326,0.201933179,-0.112888663,2.463935859,12,12,0.4374843,0.4152265,,TRUE
0.460999966,.,63.04818335,-56.1060651,290.8469029,19.40464831,0.199840889,-0.123567603,2.46433884,12,12,0.4604945,0.4382367,,TRUE
0.483999968,.,62.64230356,-59.17916459,295.4436259,24.3150388,0.184500012,-0.129397321,2.459782866,12,12,0.4839116,0.4616538,,TRUE
0.506999969,.,63.05806267,-61.45211651,297.7629173,27.06834588,0.190218699,-0.129885391,2.460632999,12,12,0.5064768,0.484219,,TRUE
0.529999971,.,63.75653904,-63.0527586,299.3473195,29.04897638,0.188742462,-0.122177605,2.460930147,12,12,0.5295123,0.5072545,,TRUE
0.552999973,.,63.80146699,-63.57321136,300.2791107,30.055966,0.191829566,-0.127675351,2.461815369,12,12,0.5531004,0.5308426,,TRUE
0.575999975,.,63.60041104,-63.49594486,300.5805151,30.2882094,0.195503361,-0.12926283,2.463606474,12,12,0.5755084,0.5532506,,TRUE
0.598999977,.,63.50183801,-62.72155805,299.623373,29.19499318,0.19365088,-0.12545958,2.462875382,12,12,0.5985724,0.5763146,,TRUE
0.621999979,.,63.6594889,-62.46276989,298.8883118,28.47079996,0.199680128,-0.125024783,2.463923567,12,12,0.6217507,0.5994929,,TRUE
0.644999981,.,63.60614333,-62.59690202,299.115829,28.70482026,0.201550522,-0.124981133,2.46524728,12,12,0.6450331,0.6227753,,TRUE
0.667999983,.,63.51698844,-62.77029122,299.4525805,29.04417762,0.201232968,-0.126752607,2.464811916,12,12,0.6675765,0.6453187,,TRUE
0.690999985,.,63.52034331,-63.19247633,300.1219325,29.77126016,0.202392884,-0.130020841,2.465788454,12,12,0.6905176,0.6682598,,TRUE
