0,.,-434.2735488,1263.813375,277.1482908,,0.018840366,0.029267952,0.00536492,12,12,9.00E-07,,FALSE
0.023000002,.,-434.2717273,1263.784795,277.1454094,-0.027630485,0.019203923,0.030517067,0.004817456,12,12,0.2273401,,TRUE
0.231999874,.,-434.2391698,1263.763128,277.0640256,-0.074579087,0.018814527,0.028521248,0.005785641,12,12,0.2326789,0.005339,TRUE
0.254999876,.,-434.2417809,1263.75793,277.0735492,-0.076627653,0.019128777,0.0292273,0.005375183,12,12,0.2559011,0.028561,TRUE
0.278999805,.,-434.2485152,1263.742813,277.0748164,-0.088226396,0.01899329,0.029997735,0.004961853,12,12,0.2788456,0.051506,TRUE
0.301999807,.,-434.2417417,1263.738923,277.0750424,-0.093938577,0.018600004,0.029063446,0.005431466,12,12,0.3025677,0.075228,TRUE
0.324999809,.,-434.268079,1263.796715,277.1336605,-0.02013886,0.018674196,0.028763068,0.005434417,12,12,0.3251562,0.097816,TRUE
0.347999811,.,-434.2508698,1263.800188,277.1120307,-0.026790822,0.018615639,0.02824597,0.005852167,12,12,0.3481495,0.120809,TRUE
0.370999813,.,-434.2434629,1263.76741,277.0637993,-0.06929346,0.019046088,0.029101477,0.005570348,12,12,0.3711405,0.143800,TRUE
0.393999815,.,-434.2472545,1263.727663,277.043607,-0.108993215,0.019137694,0.029744891,0.005087328,12,12,0.6077679,0.380428,TRUE
0.611999989,.,-434.2714096,1263.783674,277.1484328,-0.028155142,0.019355097,0.0298109,0.005295532,12,12,0.612317,0.384977,TRUE
0.63499999,.,-434.2775189,1263.813594,277.175382,0.00696801,0.01914634,0.028886217,0.005735588,12,12,0.6354264,0.408086,TRUE
0.657999992,.,-434.2737682,1263.81783,277.2092297,0.016571288,0.018925192,0.028599083,0.005616237,12,12,0.6585542,0.431214,TRUE
0.680999994,.,-434.2640666,1263.775031,277.1116077,-0.045973662,0.018712658,0.029542723,0.005076863,12,12,0.6817723,0.454432,TRUE
0.703999996,.,-434.2681112,1263.761904,277.0589979,-0.067524235,0.018899047,0.029881134,0.005124561,12,12,0.7045396,0.477200,TRUE
0.726999998,.,-434.2622463,1263.749112,277.0487998,-0.083305866,0.019143674,0.030163175,0.004957221,12,12,0.7271479,0.499808,TRUE
0.75,.,-434.2523582,1263.731812,277.0193521,-0.10845091,0.019058784,0.029918526,0.005244276,12,12,0.750629,0.523289,TRUE
0.773000002,.,-434.2490521,1263.744137,277.0408114,-0.093733081,0.019254258,0.030610571,0.004942452,12,12,0.7734212,0.546081,TRUE
0.796000004,.,-434.2495518,1263.720318,277.0142973,-0.12101381,0.018999229,0.030900235,0.00466071,12,12,1.110648,0.883308,TRUE
